,CO:coDesc,Fixed Final,predictions
1943,indico enterpris ai solut unstructur content focu help autom tediou backoffic task improv effici laborintens documentbas workflow extract valuabl insight unstructur,1.0,1
1944,rever onlin platform global 2000 compani engag employe frontlin innov everi day rever demystifi improv make daili habit everyon give frontlin employe power someth challeng opportun plain nonsens encount everi day work rever provid tool captur idea method tackl bridg right peopl help solv incent system never stop everybodi win compani profit employe feel innov recogn custom delight,1.0,1
1945,karbon whole new approach practic manag high perform account firm workflow collabor tool provid visibl across entir firm unit team singl place work togeth enabl practic standard process consolid client inform one place join hundr account firm around world look grow faster improv effici optim process scale confid get karbon start free trial today karbonhqcomgetkarbon,1.0,1
1946,pigeonlab team behind pigeonhol live wwwpigeonholelivecom that radic chang way fortun 500 compani organis educ institut engag live audienc 7 year old look good peopl join us vision mission pigeonhol live product pigeonhol live platform facilit import convers would bring new insight user whether pigeonhol live use regular allhand meet fortun 500 compani global confer lead thinker polici maker decis maker gather discuss press global issu join us small team strive bring pigeonhol live drive meaning conserv global event whole lot cant wait speak,1.0,1
1948,lyte httplytecom enabl content owner launch manag secondari market ticket content owner captur valu secondari market elimin scalp ensur endtoend high qualiti ticket experi patron,2.0,1
1949,today toptier lastmil deliveri softwar still reli static histor data attempt solv travel salesman problem optim take differ approach belief real time data stream realtim algorithm lead agil ultim increas effici foxtrot born two year logist algorithm research mit work extraordinari professor advisor fellow research spend countless hour distribut center load dock open eye opportun space lastmil deliveri softwar capabl havent chang significantli last 2030 year weve set build 21st centuri solut manag next gener deliveri fleet,1.0,1
1950,who next client sparklan first editor predict lead score solut european b2b market job help identifi market steer best busi opportun sparklan predict compani mostlikelytobuy score lead allow close deal 500 major compani trust sparklan solut sparklan market hypertarget market action connect eloqua marketo platform sparklan sale quickli identifi salesreadi lead connect main crm tool salesforc microsoft dynam etc,1.0,1
1951,moobi uma startup de marketplac de compartilhamento de carro de pessoa para pessoa acreditamo que carshar melhor caminho para cidad mai sustentvei em nossa plataforma proprietrio de veculo podem alugar seu carro para vizinho conform sua convenincia e quem precisa se locomov pode alugar carro que quiser pelo perodo que escolh tudo de forma fcil atrav de geolocalizao e segura poi todo os carro tem cobertura de uma seguradora nosso time de talento se encontra em paulo e estamo recrutando nova pessoa em diversa rea para no ajudarem construir essa comunidad se interess envi um email para contatomoobiecombr,2.0,1
1952,adheretech activ partnership mani world largest pharmaci pharmaceut compani healthcar firm program allow patient across globe use adheretech patent smart pill bottl everi day,1.0,1
1954,zinrelo modernday loyalti reward program help maxim repeat sale percustom revenu 360degre custom engag zinrelo encourag multipl dimens loyalti includ transact social referr engag behavior loyalti support omnichannel deploy span across desktop mobil physic store tradit loyalti reward program award point user purchas howev rather myopic approach creat fierc loyal custom busi must engag repeatedli multipl front concept 360degre loyalti program account modern interact paradigm allow busi reward custom type engag purchas social advocaci review signup referr photo share etc zinrelo uniqu relentless focu build fresh modern loyalti referr program exampl zinrelo offer world loyalti program develop mobilefirst approach fulli api base api base approach allow complet custom deep integr exist workflow websit crm custom process,1.0,1
1955,onemedicalgroup formerli one medicar born 2006 team mani year experi healthcar sector patient focus deliv high qualiti care along wide varieti patient tailor servic onemedicalgroup vision clear simpl shape futur healthcar uk want challeng tradit lead way design innov solut state art premis patient servic facil make us differ passion improv health qualiti life individu commun serv deliv invalu servic patient made magnific start improv client satisfact patient care team look take approach new level next year vision readi challeng tradit proud lead way design nation recognis innov solut deliv state art servic facil demonstr unrival commit client satisfact patient care info see wwwonemedicalgroupcouk follow us twitter onemedgroup,2.0,1
1956,agendor foi criado com viso de transformar os softwar empresariai oferecendo ferramenta inovadora para empresa e pessoa ganharem mai tempo para os negcio nosso manifesto controlar rea comerci de empresa em crescimento e expanso um grand desafio sucesso no negcio e sustentabilidad esto diretament ligado ao resultado comerciai assim nosso objetivo auxiliar empresa ness desafio de expandir os negcio e crescer ns queremo oferec ferramenta inovadora para pme terem maior control comerci ferramenta simpl porm completa que sejam agradvei para gestor e vendedor sabemo que tempo um bem extremament valioso para os negcio e por isso ns oferecemo treinamento ma buscamo criar ferramenta que sejam entendida logo primeiro dia de uso ns queremo isso que sua equip ganh mai tempo para os negcio e para fazer isso ns oferecemo softwar e contedo de qualidad para ajudar pme terem maior sucesso no negcio,2.0,1
1958,academixdirect like think educ matchmak unit student school cours theyll love use proprietari match technolog person academ advis interact web experi site like careerjellcom coursetalkcom guid student plot educ journey that right expertis span fastchang everexpand world tradit univers forprofit school commun colleg onlin educ oper belief student school must succeed togeth societi continu advanc passion peopl power technolog togeth make unparallel stride higher educ access afford outcom,2.0,1
1959,easygener cloudbas elearn author softwar use enterpris nielsen tmobil unilev scale knowledg share amongst workforc easygener enabl subject matter expert rapidli creat engag cours highest learn impact easygener afford easi use futur proof simpli creat design publish cours track learner result easygener use love 50000 user 150 countri easygener headquart locat rotterdam netherland,1.0,1
1960,bond help busi size build loyalti improv retent drive engag send physic penwritten note scale simpletous interfac speciallydesign technolog bond add person touch modern commun,1.0,1
1967,mimo app websit teach million learner code make app game websit autom life technolog much provid person curriculum fun effect exercis project challeng mimo fit learner daili routin keep motiv,2.0,1
1971,sylo decentralis commun network provid confidenti give peac mind speak freeli onlin video voic messag protocol sylo app avail syloio app store current use 20000 profession worldwid,2.0,1
1973,jobox stealth ai startup disrupt ondemand economi headquart palo alto california visit us wwwjoboxai,2.0,1
1974,clearmet predict logist compani use data scienc ai unlock unpreced effici global trade develop top softwar engin stanford univers silicon valley clearmet intellig platfo,1.0,1
1975,fantastec uniqu blend engin data analyst design scientist research sport market creativ commun profession invent futur intern sport fan engag utilis new emerg technolog ott vod vr ar wearabl tech ai blockchain mission enabl global distanc fan engag deepli sport team athlet love technolog led solut agnost meaning collabor around corner across globe follow social channel twitter httpstwittercomfantastecsport instagram httpswwwinstagramcomfantastecsport,1.0,1
1976,current trume revolution vaccin manag accuvax storag handl system provid ideal thermal control along ideal inventori manag deliv cost reduct oper effici autom regulatori complianc improv patient safeti physician offic wherev vaccin administ accuvax vaccin manag system fulli autom pharmaceuticalgrad system ensur vaccin integr reduc medic error autom vaccin workflow free time patient focu reduc wast loss shrinkag improv practic bottomlin trume system mission continu improv healthcar practition total vaccin outcom creat pointofcar suppli manag system support product efficaci practic object innov intend enabl healthcar provid deliv better care better cost link patient provid manufactur togeth point care,1.0,1
1978,rentman lead onlin rental softwar provid base utrecht netherland provid highqual softwar solut audiovisu event rental compani size better manag rental busi rentman easytous cloud softwar use 10000 profession daili plan manag rental project start finish rentman integr essenti featur manag rental project easi access tool allow user schedul crew transport manag inventori easili creat quotat invoic one system softwar compani keep overview project time rentman softwar use 60 countri avail english german dutch french italian,1.0,1
1979,dashbouquet develop frontend develop agenc locat belaru client ambiti startup big idea establish enterpris look advanc solut help startup build big thing help get corpor softwar product stage concept product technolog savvi strong focu javascript data scienc approach grant us profound deep knowledg technolog full develop cycl prototyp design final test market launch product support forg partnership base trust way contact us contactdashbouquetcom,1.0,1
1980,shenzhen sunni glasswar coltd establish 1992 glasswar industri area 20 year profession manufactur special design manufactur glasswar well export product line rang handmad machin made current alreadi enjoy abund glass product glass candl holder candl jar glass tumbler vase bowl stemwar glass bottl drink glass ashtray dinnerwar etc daili use glasswar total 4000 differ style astm ca65 lfgb fda dishwash test approv shenzhen sunni glasswar co ltd alway keep prioriti qualiti customerori trust lot key account pepsi chiva avon johnni walker carlsberg liptonpartylit walmart etc far market spread throughout europ unit state central south america middl east asia etc obtain iso9001 certificateref iso12815q20574r0,1.0,1
1981,galley make conveni eat well schedul talent culinari team prepar new meal scratch daili use fresh season ingredi friendli server deliv door sameday time choos nutriti meal requir much hassl expens groceri shop larg subscript commit much time away friend famili conveni option like takeout requir sacrific term high fat extra salt hidden ingredi prepar meal lack flavor transpar sourc werent fresh found 2015 galley bring conveni eat nutriti fresh food meal day work long hour found team galley could never find healthi option dinner spend coupl hour cook wasnt option even healthier take option unreli deliveri vari consist poor custom servic team went tackl entir valu chain transpar ingredi sourc consist qualiti tast time deliveri excel custom servic concept behind galley bring togeth top qualiti ingredi like sustain seafood local produc team finedin train chef provid varieti meal choic readi whenev custom need us make famili dinner time realiti host impromptu dinner parti friend easi dinner one reason custom choos galley want make famili dinner realiti host impromptu dinner parti friend enjoy delici dinner one galley happi help,2.0,1
1982,hronboard employe onboard softwar help organis creat amaz new hire experi guarante two thing awesom experi new hire freedom hr administr task suit mobilefirst tool hronboard manag employe onboard new starter welcom provid deep insight way that simpl smart secur send beauti job offer new employe accept complet devic build nurtur program connect new hire team day 1 offboard exit employe style secur back offic includ govern form provis notif integr make streamlin heavi lift breez hronboard startup simplic enterpris execut work larg hriss seamless onboard candid employe beyond,1.0,1
1983,provid advic graduat want use career make big posit impact world onlin guid tell new way make impact commun help take action advic base four year research academ oxford nonprofit independ free,2.0,1
1984,build first artifici intellig understand mean content product help publish intellig autom social media manag grow audienc use novel math data scienc machin learn techniqu revolutionis publish industri track record build thing other rule imposs learn echobox client includ le mond vice vogu new scientist wwwechoboxcomsuccess echobox insight provid analysi advic social media ai journal digit age wwwmediumcomechobox follow echoboxhq twitter regular updat,1.0,1
1986,found june 2014 tiger broker onlin stock brokerag startup back interact broker group inc xiaomi inc zhenfund wall street invest guru jim roger rise star industri fintech compani commit serv best interest stock investor gateway build global portfolio 2017 compani award 2017 fintech 250 cb insight shortlist china lead fintech 50 two year row kpmg china,1.0,1
1988,lifedojo solv employ crisi underutil diseas manag behavior health wellb benefit allencompass employe behavior chang platform connect employe goal tool guidanc need succeed,1.0,1
1991,found 2012 neurotrack digit health compani dedic develop noninvas cognit health assess tool enabl earlier effect evalu patient may risk cognit declin help advanc research treatment cognit diseas includ alzheim neurotrack back founder fund social capit winner 7m grant nih name best health compani sxsw demo particip rock health acceler,2.0,1
1992,hannon hill flagship product cascad cm spectat enabl user strateg content manag effect promot via varieti channel cascad cm 1 mostus content manag system among colleg univers power 25000 site support 90000 user across globe cascad cm offer distinct featur web develop content contributor market administr spectat inbound market softwar platform enabl track optim measur compani websit content visitor,1.0,1
1993,cuvva build flexibl insur pay need littl hour borrow friend car ongo insur infrequ driver,2.0,2
1994,playlist connect world music fulli licens adsupport stream servic enabl social music gener 10 time user engag stream servic mobil peopl spend time listen music applic messag frequent playlist combin music messag unpreced engag playlist peopl follow share playlist listen togeth chat listen playlist pioneer social music,2.0,1
1995,real data manag nationwid provid softwar solut commerci residenti real estat rdm platform design help landlord investor broker manag effect market manag portfolio real access cloudbas space manag solut design help properti manag owner market manag leas space across portfolio hardwork rdm team stitch talent industri expertis team roster premier client help us becom recogn leader commerci real estat solut inform pleas visit websit wwwrdm1com,1.0,1
1996,knotch transpar data compani enabl market understand market effort impact audienc emot across everi content distribut channel geographi real time market use unpreced realtim intellig optim creativ distribut market base new york client includ ge unilev heineken warner brother 20 centuri fox etc distribut partner wall street journal dow jone quartz atlant group slate group economist vice etc success built passion employe believ loyalti lasersharp focu intens deliv result helluva good time join us ride,1.0,1
1997,ujam free cloudbas servic enabl everyon musician produc great sound music share friend world ujam core technolog turn simpl user input sing whistl fullyfledg studioqu song interpret melodi compos chord arrang song form render result professionallyproduc music style ujam found april 2009 music technolog pioneer peter gorg hip hop produc pharrel william film compos han zimmer ad gener manag axel hensen chief inventor paul kellett founder team ujam investor founder film compos han zimmer hip hop produc pharrel william sequoia capit special limit partner mark kvamm well hasso plattner ventur ventur capit fund initi sap famou founder,2.0,1
1999,beroom midterm hous marketplac student young profession student young profession book hous onlin beroom safe easi way arriv next destin commun landlord rent 30000 properti effortlessli way advanc reduc gap rental beroom present 50 destin worldwid alreadi help tenant 191 differ nation exclus offici hous partner universia largest network univers iberoamerica,2.0,1
2000,axon iot backendasaservic platform breakthrough architectur enabl offer multipl applic multipl industri minim time effort offer unparallel depth rich busi logic via simpl configur without special backend develop resourc customerauthor plugin allow creat addit busi logic level system axon develop lead iot backend server develop veteran decid develop one last time offer servic,1.0,1
2003,least digit progress made type money need assist project imagin vision easi access financi futur one built keen interest peopl behaviour number stat project imagin took februari 2018 st katharin dock london team work creat second gener challeng bank wealth manag altern scratch aim combin origin financ tech solut actual help peopl save grow money rather enhanc usabl,2.0,1
2008,pom provid faster easier reliabl way connect peopl help need pom hardwaresoftwar system enabl individu contact emerg respond friend famili push button activ keychains pom safeti devic instantli send live gp locat person person profil includ medic condit initi twoway voic call devic speaker microphon fumbl phone use app dial number press button help listen rapidli respond info visit wwwgetthepomcom,2.0,1
2009,epay group intern payment provid found facilit payment affili market industri also expand payment servic industri includ freelanc marketplac digit currenc epay group compliant full fca strict rule includ requir collater secur oper protect person data insur financi resourc epay also princip member mastercard statu allow epay issu plastic card without bank intermediari confirm high level qualiti secur solut offer among epay client compani like vk mycom aliexpress youlamedia propellerad adcombo epay author uk financi conduct author issu emoney epay 100th member emerg payment associ epa lead repres trade bodi advanc payment innov,1.0,1
2010,restaur intellig reinvent imagin complet certainti guest satisfact across brand locat shift server dish level make decis faster greater confid delight everi custom return often promot busi welcom yumpingo new standard restaur intellig part what next,1.0,1
2013,kartabl est le leader franai de lducat en lign pour le collg et le lyce au croisement de secteur de la technologi et de ldition kartabl est une plateform dapprentissag consult chaqu moi par pr d15 million dutilisateur,2.0,1
2015,feastli p2p marketplac connect hungri eater passion cook offer authent meal prepar serv cook home feastli believ food simpli tool nourishmentit vehicl creat sustain relationship tradit feastli mission democrat dine reintroduc dine room tabl origin social network,2.0,1
2017,spothopp mission reinvent way world restaur run busi allin1 saa market platform enabl restaur bar market busi onlin minut allow busi owner implement manag websit social media email newslett reserv loyalti program print cloud instantli effortlessli current rapidli hire compani scale two ten market year unbeliev time ambiti applic join startup achiev market fit experienc rapid growth still small team 50 employe great opportun get ground floor excit mission,1.0,1
2019,frederick market autom platform local servic help busi salon spa auto shop yoga studio fill lastminut open bring back lost client increas revenu person market recommend,1.0,1
2020,stuvia digit marketplac student abl buy sell studi materi summari present essay research note etc studi materi normal dispos exam deadlin pass stimul share amongst fellow student,2.0,1
2022,traceair technolog inc mission help turn plan realiti construct autom traceair believ futur construct like strategi video game choos structur menu click locat build go automat help build futur one step time start construct collabor softwar power drone data easytous tool field personnel make datadriven decis augment tool machin learn ai give peopl stepbystep instruct build effici ultim enabl autom equip brain construct achiev complet construct autom traceair headquart mountain view ca develop offic moscow plan expand new geographi team thirti divers background worldrenown russian hacker phd physic fashion ecommerc ninja unit share vision construct autom core valu guid client success strive high perform precis accuraci keep learn think forward innov creat best environ forwardlook talent,1.0,1
2024,innov creativ fast grow logist startup base hamburg goal build largest b2b truck network europ truck simpl transpar reliabl never complet digit transport process chain develop stateoftheart machin learn algorithm predict unus capac result abl immedi calcul market price shipment uniqu europ,1.0,1
2026,fondex revolution person financ invest servic invit join us new era financi technolog premium brokerag invest supermarket fondex offer trader outstand select 1000 in,2.0,1
2027,plan life retir brightplan design life dream set famili path live well futur brightplan provid digit tool need discov goal take control money plan futur goalbas invest strategi put money work fund dream,2.0,1
2028,la aikon srl una societ che nasc nel 2002 da pi di 10 anni molt aziend ci hanno scelto come fornitor e partner di fiducia per progettar strutturar ed ottimizzar la propria rete aziendal grazi ai nostri servizi di assistenza ambito di sistemi e di network e grazi ai presidi di personal specializzato con concretezza e professionalit ci siamo fatti carico dell divers esigenz e richiest al fine di trovar la soluzion concreta per la vostra infrastruttura,2.0,2
2030,heartbeat global integr design manufactur compani specialis retail display innov sinc 1946 locat heart uk outsid birmingham deliv brand experi physic design produc instal creativ intellig retail environ weve lead global brand uk independ 60 year today everyday push deliv inspir retail solut origin window scheme volum fixtur product uniqu tailor display concept bespok equip environ capabl expertis vision enhanc retail space improv custom experi,1.0,1
2031,superbuddi de eerst ondemand boodschappen bezorgservic van nederland een jong en enthousiast team dat het thuisbezorgen van boodschappen sneller makkelijk en betaalbaard maakt voor iedereen,2.0,1
2036,largest select 250 million sku best price 15 cheaper amazon describ first killer app bitcoin guardian provid brainer valu proposit shop amazon bitcoin use purs save,2.0,1
2038,lumentu integr digit commun agenc base new york help client build manag brand protect reput improv percept across target stakehold audienc lumentu princip lead practition digit reput manag social media corpor commun public relat public affair advertis brand deep expertis financi servic healthcar public polici advocaci,1.0,1
2040,shotgun global underground nightlif guid ticket solut mission chang way parti planner parti lover interact,2.0,2
2042,oktopost social media manag platform architect b2b enterpris use oktopost b2b market easili publish content engag audienc scale measur roiposit metric builtin employe advocaci platform enterpris compani empow employe amplifi social reach posit employe thought leader integr nativ major market autom platform includ acton eloqua marketo pardot salesfus oktopost also allow b2b market leverag social engag data improv lead score nurtur attribut program socialmediamanag employeeadvocaci b2bmarket leadgener socialanalyt,1.0,1
2044,shotzoom creat marketlead mobil solut empow activ lifestyl enhanc experi sport coach fit enabl world largest digit golf coach commun famili mobil product golfshot golfplan coachnow 4 million coach athlet fan 200 countri reli us coach train play smarter,2.0,1
2045,project manag smarter construct compani digitis construct industri one project time use 100000 project worldwid proud winner number award believ digit manag construct project happi custom cost kept check dramat reduc administr fieldli user share opposit toward system ask much would like timeconsum complic system make field worker project manag pick pen paper mission chang invit join us,1.0,1
2046,appsembl believ power learn mission help trainer educ unlock learner full potenti world forwardthink organ akamai starbuck redi lab trust appsembl experienti learn platform power onlin learn deliv engag handson train experi learner proud fastgrow 100 global distribut team inform visit wwwappsemblercom,1.0,1
2047,confer help peopl gather sinc 2011 weve creat set beauti obviou tool bring event life believ best idea help enough event industri often stay away creat event first place mayb end forgett experi one realli care connect confer everyon doesnt requir anyth get start hover like art director idea come life better tool well get much idea moment share togeth base copenhagen denmark team europ confer list nasdaq copenhagen,1.0,1
2048,somo uma empresa focada design e desenvolvimento de produto simpl e fcei de usar entendemo valor de solu simpl e focada totalment na experincia usurio usamo jargo corporativo e no recusamo falar de nossa empresa em terceira pessoa,2.0,1
2052,tachyu creat technolog optim energi product oil ga industri platform unit analyt softwar sensor measur realtim data increas product decreas leas oper expens boost profit team deep softwar engin hardwar design data scienc experi build opengov california common sens tesla batteri safeti system world advanc neutrino detector visual studio,1.0,1
2054,icpd serv center translat scienc collabor world help pharmaceut biotechnolog compani get safer effect drug patient advanc method pharmacokinet pharmacodynam system analysi,1.0,1
2055,life journey seri stori wait told smilebox make easi deepli satisfi creat share preserv everi piec stori invit slideshow ecard collag whether big moment like wed small preciou moment like get first puppi inevit moment like memori make tell worthi stori smilebox found 2005 one goal mind help peopl connect famili friend share life special moment subsidiari perion network ltd peri drive nasdaq list compani cultur fastgrow startup valu hard work initi creativ team fun spirit energet alway full idea,2.0,1
2059,titan highqual digit asset manag build manag explain invest product democrat wealth manag mass,2.0,1
2063,ntwrk new content commerc experi compani popcultur obsess gener mobilefirst video platform featur origin daili content host celebr musician notabl popcultur figur pa,1.0,1
2065,robli fastgrow remot startup robli ultim goal use autom help small busi market onlin effect effici weve built platform use innov autom artifici intellig technolog observ user behavior deliv campaign exact moment peopl like engag far effect tradit digit market custom love check review custom left us g2 crowd httpswwwg2crowdcomproductsroblyreview product custom love build fun collabor continu learn cultur grow rapidli httpwwwroblycom roblynyc twitter roblyemarket instagram,1.0,1
2066,ment epistema lead ai decisionmak platform transform way agil team make decis manag entir process ment convert right voic win decis,1.0,1
2068,meural combin best art technolog design creat product make us feel someth believ best product come humanist design approach meural incorpor cultur craft circuitri order foster physic emot wellb first product beauti digit canva eleg connect care craft meural digit canva empow individu newfound access art past present futur meaning improv person space,2.0,1
2069,richcontext retail technolog compani focus digit commerc found 2016 compani work world recogn brand retail deliv endtoend digit solut includ patentpend te,1.0,1
2072,peterson center healthcar nonprofit organ dedic make higher qualiti afford healthcar realiti american organ work transform us healthcar high perform system find innov solut improv qualiti lower cost acceler adopt nation scale establish peter g peterson foundat center collabor stakehold across healthcar system engag grantmak partnership research,1.0,1
2073,ix reach global provid network servic offer enterpris wholesal network servic cloud connect direct remot peer low latenc global highspe pointtopoint multipoint capac metro dwdm major citi enterpris busi ip bgp transit coloc includ stateoftheart suit harbour exchang london dockland ix reach cultiv unrival partner network key internet exchang data center network cloud iaaspaa oper steadili expand network global order continu provid custom benefit one solut layer 1 layer 2 layer 3 network connect requir,1.0,1
2075,passion see children young peopl scotland explor bibl respond signific jesu 2 residenti activ confer centr kinross aviemor network 20 region youth worker work school 40 holiday children young peopl age 1018 easter summer,2.0,2
2077,irisvr lead softwar immers design review collabor use bim vdc team design firm engin coordin 3d model implement design construct process irisvr integr revit rhino naviswork sketchup 3d tool box instantli creat immers vr experi allow present client work effect team irisvr offer desktop product call prospect work htc vive oculu rift well mobil product call scope compat samsung gearvr googl daydream cardboard product avail free evalu wwwirisvrcom,1.0,1
2078,betao help tradit organ navig find success digit world client take advantag evolv technolog busi model innov chang user behaviour get new product servic market faster,1.0,1
2079,know matter peopl everi person question ask need advic seek orient life adviqo understand truli matter peopl oper expertis flair topic connect peopl question relev servic adviqo best technolog suitabl servic match peopl question answer,2.0,1
2081,found 2000 assistivewar lead pioneer field augment altern commun aac assist technolog softwar io maco 300000 custom worldwid assistivewar journey start 20 year ago giesbert friend founder ceo david becam paralyz car accid need way use comput david took challeng develop onscreen keyboard giesbert could access mac use photoshop pick graphic design keyboard becam first product keystrok lead assist technolog pioneer commit empow peopl commun difficulti technolog implement support headquart beauti renov histor build heart amsterdam team span three contin ten nation two offic cat want help build world without commun barrier proud collabor commun make sure app best serv need user play crucial role key mileston includ 2002 develop first univers access solut mac os x keystrok 2009 releas proloquo2go first full featur augment altern commun aac app io 2012 develop world first genuin children texttospeech voic togeth acapela group 2015 creat first fulli bilingu symbolbas aac solut 2016 launch assistivewar core word classroom born today 10000 peopl use resourc learn aac best practic know well continu innov collabor look forward share progress,2.0,1
2084,voxer highperform messag app combin power live voic text photo video improv team effici collabor voxer commun easili instantli individu group download voxer io httpivoxercomiphon android httpivoxercomdroidapp use voxer comput webvoxercom,2.0,1
2085,devic magic mobil form softwar use thousand organ worldwid everi day make easi organ elimin paperwork improv data qualiti increas effici use mobil form data collect deliveri deliv accur data field offic realtim devic magic learn visit websit wwwdevicemagiccom call 18552579650 know mobileform mobiledatacollect fielddatacollect digitaltransform mobil autom fieldservicemanag mobiletechnolog mobileenterpris saa fleettechnolog businessintellig product mobilefirst mobileappl complianc gdpr,1.0,1
2086,pear smart train system coach realtim creat ultim workout experi inspir push reach goal mission deliv premium train experi made interact train plan formul worldclass coach tailor gender age fit level aspir demand audibl train inform like distanc calori time pace heart rate,2.0,1
2088,kinsa group divis abr employ servic name one america best profession recruit firm forb 2018 sinc 1985 kinsa group connect except profession manag execut lead food beverag employ throughout north america around globe search recruit interview assess candid posit csuit execut sale market oper plant product manag product develop food scienc qualiti assur food safeti human resourc engin mainten suppli chain purchas financ account there ideal perfect fit perfect candid one make differ let kinsa help find,1.0,1
2093,amitre folio transform chao busi email aipow deal organ project manag virtual assist make email suck first time mission transform way peopl work allow focu human part job let machin take care tediou administr work otherwis manual 65000 real estat agent loan offic profession alreadi platform theyr use folio manag 40 residenti real estat transact unit state,1.0,1
2094,tomestoru tabl reserv servic base saintpetersburg russia found may 2012 compani callcent onlin reserv manag system ye like opent earli day octob 2018 sign contract 1300 restaur moscow saintpetersburg process 20 000 reserv per month,1.0,1
2095,yogaia first live interact onlin yoga studio world yogaia studio allow exercis conveni home profession teacher instruct person via webcam addit yoga yogaia current offer pilatesmedit kettl bell core stretch class yogaia class avail live session record user via web app io android appl tv,2.0,1
2099,locat locum onlin platform connect locum pharmacist employ work 8000 pharmaci across uk ireland list 1200 pharmacist job per week spend hour everi week search next locum,1.0,1
2101,lifestyl chang programm incorpor cuttingedg technolog dedic dietitian latest scientif research transform health fit mindset forev,2.0,1
2103,pretto repens la recherch dun crdit immobili pour la rendr plu simpl plu rapid et moin chre que jamai la mission de pretto est de reconstruir lexprienc de recherch dun crdit complex en combin design et technologi nou embauchon voici no offr demploi ouvert en ce moment httpsangelcoprettojob,2.0,1
2106,establish fastest grow ondemand luxuri housekeep compani countri mint rapidli becom gold standard hotelstyl servic chicago washington dc come soon team blend servic technolog deliveri except experi 35000 apart home count housekeep dedic properti ensur resid alway come home happi built trust conveni power design iot technolog mission innov custom home lifestyl one apart one custom time,2.0,1
2107,discov next adventur explor googl0tcqlq,2.0,1
2108,truli power convers enterpris avail devic anywher truli premier enterpris voic platform sale account manag custom success team product 4 year rd proprietari platform drive perform clariti success custom across globe truli track complet activ data deep salesforcecom integr fit seamlessli workflow compani focu outcom product uncondit transpar 5year horizon shortterm fix check wwwtrulyco learn,1.0,1
2109,outpost connect meter sensor web outpost central award win smart meter web platform provid devic manufactur work util meter sensor manufactur servic provid connect water energi meter web,1.0,1
2110,allfre bv wwwallfreenl leadgener van nederland voor het mkb wij zorgen dat u zichtbaar bent voor potentil klanten en garanderen daarbij exclusiev en hoogwaardig klantaanvragen dit all op basi van cure pay zo leveren meetbar prestati met betaalbar diensten en producten naast leadgenerati voor het mkb heeft allfre de expertis hui om de volledig market voor uw bedrijf te verzorgen u nu uw positi de organisch zoekresultaten wilt verbeteren een goed bing googl adword campagn wilt draaien uw social media kanalen professioneel wilt inrichten bij on het allema mogelijk de afgelopen tien jaar allfre bv uitgegroeid tot een volwaardig onlin marketingbureau met ruim 500 actiev klanten en meer dan 30 medewerk zijn wij onz eigen trot van het noorden met on doel om het mkb een beter positi de markt te bieden zijn tot op de dag van vandaag succesvol onz missi ondernemingen het mkb betaalbar en kwalitatief goed verkoopkansen bieden onz diensten zoekmachin optimalisati optimal vindbaarheid de organisch zoekresultaten zoekmachin adverteren doelgericht advertentiecampagn om bedrijfsdoelen te behalen websiteverk conversi analys testen meten en optimaliseren van onlin producten onlin leadgenerati marktleid het genereren van kwalitatiev klantaanvragen custom projecten extra aandacht voor uw bedrijf en diensten indien gewenst,1.0,1
2113,sravniru compar servic bank insur product site contain inform 400 bank 30 insur compani branch russia databas updat daili basi verifi team independ expert analyst,1.0,1
2114,stord nextgener wareh distribut modern shipper stord give compani size wareh freight coverag realtim inventori visibl hightouch oper support need grow delight custom outdeliv competit adapt chang power nationwid network trust 3pl partner innov softwar great peopl stord one network one platform one partner solut make easi build enhanc optim distribut stord found 2015 base atlanta georgia learn wwwstordcom,1.0,1
2116,new breed digit studio base bristol make saa mobil applic combin strategi engin art weve design built oper saa mobil product sinc 2007 develop web mobil applic technolog take combin strategi vision expertis hard work creativ peopl work togeth make someth amaz,2.0,1
2119,head develop hand product heart servic fullservic design softwar develop agenc creat strong collabor partnership client solv hard problem build success product oper divers set vertic healthcar payment blockchain partner rang startup fortun 500 compani contact us contactinfuseu,1.0,1
2120,jukedeck develop artifici intellig music compos system write origin music complet stateoftheart technolog compos music chord chord note note give video creator user incred simpl way sourc uniqu music music alreadi use video googl natur histori museum number youtub creator decemb 2014 leweb startup competit pari april 2015 pitchpalac competit organis host hrh duke york august 2015 name one wire 100 hottest european startup decemb 2015 techcrunch disrupt startup competit,1.0,1
2123,munichbas compani commit boost impact profession soft skill train digit coach motiv train particip practic learn achiev sustain behavior chang everskil act digit 6 week coach program start right regular train digit coach help particip practic achiev individu learn goal daili work life coach motiv particip chang everskil app email transfer coach call overal transform program make sure soft skill train sustain impact tradit train 610 content make daili work everskil solut support learn transfer increas achiev level around 3040 inform everskil visit wwweverskilld write us email infoeverskilld,2.0,1
2124,flo first kind proprietari water control monitor system home build virtual elimin flood caus plumb leak save billion empow conserv,2.0,2
2125,reken custom data platform b2b automat creat maintain 360 degre view custom use data sfdc marketo hubspot sourc provid analyt applic priorit gotomarket resourc right prospect resourc b autom kpi order constantli measur what work what work,1.0,1
